cod_est,FECHA,T_Med,Lluvia
AL008,2016-12-30T00:00:00,3.375,0.3
AL008,2016-12-31T00:00:00,1.66666666666667,0.2
AL008,2017-01-01T00:00:00,2.79166666666667,0.1
AL008,2017-01-02T00:00:00,3,0.2
AL008,2017-01-03T00:00:00,7.20833333333333,0
AL008,2017-01-04T00:00:00,8.29166666666667,0
AL008,2017-01-05T00:00:00,6.83333333333333,0
AL008,2017-01-06T00:00:00,4.16666666666667,0.1
AL008,2017-01-07T00:00:00,4,0.1
AL008,2017-01-08T00:00:00,4.66666666666667,0.1
AL008,2017-01-09T00:00:00,5.08333333333333,0
AL008,2017-01-10T00:00:00,5.79166666666667,0
AL008,2017-01-11T00:00:00,7.45833333333333,0
AL008,2017-01-12T00:00:00,8.33333333333333,0
AL008,2017-01-13T00:00:00,7,0
AL008,2017-01-14T00:00:00,3.33333333333333,0
AL008,2017-01-15T00:00:00,3.5,0
AL008,2017-01-16T00:00:00,4.58333333333333,0
AL008,2017-01-17T00:00:00,4.91666666666667,0
AL008,2017-01-18T00:00:00,-2.33333333333333,0
AL008,2017-01-19T00:00:00,0.458333333333333,1.2
AL008,2017-01-20T00:00:00,0.333333333333333,4.5
AL008,2017-01-21T00:00:00,1.5,1.6
AL008,2017-01-22T00:00:00,3.58333333333333,0.1
AL008,2017-01-23T00:00:00,3.70833333333333,0
AL008,2017-01-24T00:00:00,4.5,0
AL008,2017-01-25T00:00:00,5.91666666666667,0
AL008,2017-01-26T00:00:00,4.66666666666667,0
AL008,2017-01-27T00:00:00,5.58333333333333,3.3
AL008,2017-01-28T00:00:00,5.41666666666667,0.2
AL008,2017-01-29T00:00:00,7.04166666666667,0
AL008,2017-01-30T00:00:00,9.5,0
AL008,2017-01-31T00:00:00,8.83333333333333,0
AL008,2017-02-01T00:00:00,10.1666666666667,0
AL008,2017-02-02T00:00:00,9.125,0
AL008,2017-02-03T00:00:00,9.75,0
AL008,2017-02-04T00:00:00,9.95833333333333,0
AL008,2017-02-05T00:00:00,9.625,2.4
AL008,2017-02-06T00:00:00,8.29166666666667,0
AL008,2017-02-07T00:00:00,10.4583333333333,0
AL008,2017-02-08T00:00:00,7.91666666666667,0
AL008,2017-02-09T00:00:00,6.95833333333333,0
AL008,2017-02-10T00:00:00,5.33333333333333,0
AL008,2017-02-11T00:00:00,6.29166666666667,1
AL008,2017-02-12T00:00:00,10.5384615384615,1
AL008,2017-02-13T00:00:00,9.8,0.1
AL008,2017-02-14T00:00:00,9,0
AL008,2017-02-15T00:00:00,7.22727272727273,0.2
AL008,2017-02-16T00:00:00,7.91666666666667,0.1
AL008,2017-02-17T00:00:00,8.375,0
AL008,2017-02-18T00:00:00,9.66666666666667,0.1
AL008,2017-02-19T00:00:00,7.08333333333333,0.3
AL008,2017-02-20T00:00:00,6.79166666666667,0
AL008,2017-02-21T00:00:00,7.70833333333333,0
AL008,2017-02-22T00:00:00,9.70833333333333,0.3
AL008,2017-02-23T00:00:00,11.2083333333333,1.6
AL008,2017-02-24T00:00:00,9.41666666666667,0.1
AL008,2017-02-25T00:00:00,10.9166666666667,0.2
AL008,2017-02-26T00:00:00,11.25,0.1
AL008,2017-02-27T00:00:00,10.5,0
AL008,2017-02-28T00:00:00,9.54166666666667,0
AL008,2017-03-01T00:00:00,10.2083333333333,0
AL008,2017-03-02T00:00:00,11.1666666666667,0
AL008,2017-03-03T00:00:00,8.54166666666667,2.8
AL008,2017-03-04T00:00:00,6,3.4
AL008,2017-03-05T00:00:00,9.16666666666667,0
AL008,2017-03-06T00:00:00,12.2916666666667,0
AL008,2017-03-07T00:00:00,14.1666666666667,0
AL008,2017-03-08T00:00:00,15.3333333333333,0
AL008,2017-03-09T00:00:00,15.2916666666667,0
AL008,2017-03-10T00:00:00,17.125,0
AL008,2017-03-11T00:00:00,18.5833333333333,0
AL008,2017-03-12T00:00:00,16.1666666666667,0
AL008,2017-03-13T00:00:00,5.375,23.7
AL008,2017-03-14T00:00:00,8.125,19.7
AL008,2017-03-15T00:00:00,9.29166666666667,0
AL008,2017-03-16T00:00:00,7.91666666666667,0
AL008,2017-03-17T00:00:00,8.33333333333333,0
AL008,2017-03-18T00:00:00,10.125,0.1
AL008,2017-03-19T00:00:00,11.75,0
AL008,2017-03-20T00:00:00,15.125,0
AL008,2017-03-21T00:00:00,12.375,0
AL008,2017-03-22T00:00:00,10.6666666666667,0
AL008,2017-03-23T00:00:00,6.20833333333333,0
AL008,2017-03-24T00:00:00,4.33333333333333,4.3
AL008,2017-03-25T00:00:00,7.08333333333333,1.6
AL008,2017-03-26T00:00:00,8.66666666666667,0
AL008,2017-03-27T00:00:00,10.75,0.2
AL008,2017-03-28T00:00:00,11.9166666666667,0
AL008,2017-03-29T00:00:00,12.4166666666667,0
AL008,2017-03-30T00:00:00,12.2916666666667,0.1
AL008,2017-03-31T00:00:00,15.1666666666667,0
AL008,2017-04-01T00:00:00,13.0416666666667,0
AL008,2017-04-02T00:00:00,12.7916666666667,0
AL008,2017-04-03T00:00:00,10.375,0
AL008,2017-04-04T00:00:00,11.8333333333333,0
AL008,2017-04-05T00:00:00,12.0833333333333,0
AL008,2017-04-06T00:00:00,10.2916666666667,0
AL008,2017-04-07T00:00:00,10.9583333333333,0
AL008,2017-04-08T00:00:00,10.625,0
AL008,2017-04-09T00:00:00,10.9583333333333,0.1
AL008,2017-04-10T00:00:00,12.625,0.1
AL008,2017-04-11T00:00:00,14.875,0
AL008,2017-04-12T00:00:00,17.7083333333333,0
AL008,2017-04-13T00:00:00,19.9166666666667,0
AL008,2017-04-14T00:00:00,20.1666666666667,0
AL008,2017-04-15T00:00:00,18.75,0
AL008,2017-04-16T00:00:00,16.2916666666667,0
AL008,2017-04-17T00:00:00,17.5,0
AL008,2017-04-18T00:00:00,18.5416666666667,0
AL008,2017-04-19T00:00:00,11.6666666666667,0
AL008,2017-04-20T00:00:00,9.91666666666667,0
AL008,2017-04-21T00:00:00,8.95833333333333,0
AL008,2017-04-22T00:00:00,10.375,0
AL008,2017-04-23T00:00:00,14.2916666666667,0
AL008,2017-04-24T00:00:00,16.2083333333333,0
AL008,2017-04-25T00:00:00,17.2916666666667,0.7
AL008,2017-04-26T00:00:00,16,0
AL008,2017-04-27T00:00:00,12.5416666666667,6.2
AL008,2017-04-28T00:00:00,7.20833333333333,9.8
AL008,2017-04-29T00:00:00,9.04166666666667,2.2
AL008,2017-04-30T00:00:00,13.2916666666667,0.2
AL008,2017-05-01T00:00:00,13.25,0
AL008,2017-05-02T00:00:00,13.8333333333333,0
AL008,2017-05-03T00:00:00,15.5833333333333,0.1
AL008,2017-05-04T00:00:00,17.7916666666667,0
AL008,2017-05-05T00:00:00,19,0
AL008,2017-05-06T00:00:00,16.2083333333333,0
AL008,2017-05-07T00:00:00,16.5,0
AL008,2017-05-08T00:00:00,18.25,0
AL008,2017-05-09T00:00:00,19.6666666666667,0
AL008,2017-05-10T00:00:00,18.5833333333333,0.1
AL008,2017-05-11T00:00:00,15.875,0.1
AL008,2017-05-12T00:00:00,15.125,0
AL008,2017-05-13T00:00:00,17,0
AL008,2017-05-14T00:00:00,17.75,0
AL008,2017-05-15T00:00:00,18.2083333333333,0
AL008,2017-05-16T00:00:00,18.2083333333333,0
AL008,2017-05-17T00:00:00,17,0
AL008,2017-05-18T00:00:00,18.5,0
AL008,2017-05-19T00:00:00,15.875,0
AL008,2017-05-20T00:00:00,16.7083333333333,0
AL008,2017-05-21T00:00:00,17.5,0
AL008,2017-05-22T00:00:00,20.8333333333333,0
AL008,2017-05-23T00:00:00,18.9583333333333,0
AL008,2017-05-24T00:00:00,19.8333333333333,0
AL008,2017-05-25T00:00:00,21.7916666666667,0
AL008,2017-05-26T00:00:00,22.2916666666667,0
AL008,2017-05-27T00:00:00,21.0416666666667,0
AL008,2017-05-28T00:00:00,20.625,0
AL008,2017-05-29T00:00:00,19.4166666666667,0
AL008,2017-05-30T00:00:00,19.0833333333333,0
AL008,2017-05-31T00:00:00,18.5833333333333,0.1
AL008,2017-06-01T00:00:00,20.25,0
AL008,2017-06-02T00:00:00,21.3333333333333,0
AL008,2017-06-03T00:00:00,22.3333333333333,0
AL008,2017-06-04T00:00:00,19.1666666666667,9.5
AL008,2017-06-05T00:00:00,19.25,0.1
AL008,2017-06-06T00:00:00,22.2083333333333,0
AL008,2017-06-07T00:00:00,21,0
AL008,2017-06-08T00:00:00,21.4166666666667,0
AL008,2017-06-09T00:00:00,23.7916666666667,0
AL008,2017-06-10T00:00:00,22.9583333333333,0
AL008,2017-06-11T00:00:00,23.6666666666667,0
AL008,2017-06-12T00:00:00,23.25,0
AL008,2017-06-13T00:00:00,24.2083333333333,0
AL008,2017-06-14T00:00:00,26.5416666666667,0
AL008,2017-06-15T00:00:00,37.0416666666667,0
AL008,2017-06-16T00:00:00,44.0833333333333,0
AL008,2017-06-17T00:00:00,43.125,0
AL008,2017-06-18T00:00:00,41.2916666666667,0
AL008,2017-06-19T00:00:00,41.875,0
AL008,2017-06-20T00:00:00,41.2916666666667,0
AL008,2017-06-21T00:00:00,43.0833333333333,0
AL008,2017-06-22T00:00:00,43.0833333333333,0
AL008,2017-06-23T00:00:00,45.0833333333333,0
AL008,2017-06-24T00:00:00,46.2916666666667,0
AL008,2017-06-25T00:00:00,43.4583333333333,0
AL008,2017-06-26T00:00:00,44.875,0
AL008,2017-06-27T00:00:00,43.8333333333333,0
AL008,2017-06-28T00:00:00,39.5833333333333,0
AL008,2017-06-29T00:00:00,38.1666666666667,0
AL008,2017-06-30T00:00:00,36.4583333333333,0
AL008,2017-07-01T00:00:00,29.2,0
AL008,2017-07-02T00:00:00,38.2631578947368,0
AL008,2017-07-03T00:00:00,37.875,0
AL008,2017-07-04T00:00:00,26.5416666666667,0
AL008,2017-07-05T00:00:00,20.5833333333333,1
AL008,2017-07-06T00:00:00,22.2083333333333,0
AL008,2017-07-07T00:00:00,19.7916666666667,0.1
AL008,2017-07-08T00:00:00,21.0416666666667,0
AL008,2017-07-09T00:00:00,22.4583333333333,0
AL008,2017-07-10T00:00:00,22.875,0
AL008,2017-07-11T00:00:00,24.4583333333333,0
AL008,2017-07-12T00:00:00,28.7083333333333,0.1
AL008,2017-07-13T00:00:00,29.7916666666667,0
AL008,2017-07-14T00:00:00,28.1666666666667,0
AL008,2017-07-15T00:00:00,22,0
AL008,2017-07-16T00:00:00,21.9583333333333,0
AL008,2017-07-17T00:00:00,22,0
AL008,2017-07-18T00:00:00,23.875,0
AL008,2017-07-19T00:00:00,19,0
AL008,2017-07-20T00:00:00,24.3157894736842,0
AL008,2017-07-21T00:00:00,21.375,0
AL008,2017-07-22T00:00:00,22.9583333333333,0
AL008,2017-07-23T00:00:00,24.0416666666667,0
AL008,2017-07-24T00:00:00,24.2916666666667,0
AL008,2017-07-25T00:00:00,20.8333333333333,0
AL008,2017-07-26T00:00:00,22.6666666666667,0
AL008,2017-07-27T00:00:00,23.6666666666667,0
AL008,2017-07-28T00:00:00,26.0833333333333,0
AL008,2017-07-29T00:00:00,25.0833333333333,0
AL008,2017-07-30T00:00:00,27.1666666666667,0
AL008,2017-07-31T00:00:00,24.5416666666667,0
AL008,2017-08-01T00:00:00,24.0833333333333,0
AL008,2017-08-02T00:00:00,24.25,0
AL008,2017-08-03T00:00:00,25.9583333333333,0
AL008,2017-08-04T00:00:00,25.7916666666667,0
AL008,2017-08-05T00:00:00,25.6666666666667,0
AL008,2017-08-06T00:00:00,24.75,0
AL008,2017-08-07T00:00:00,25.2916666666667,1.1
AL008,2017-08-08T00:00:00,25.75,0
AL008,2017-08-09T00:00:00,21.6666666666667,0
AL008,2017-08-10T00:00:00,18.0416666666667,0.4
AL008,2017-08-11T00:00:00,18.5,0
AL008,2017-08-12T00:00:00,18.125,0
AL008,2017-08-13T00:00:00,19.0416666666667,0
AL008,2017-08-14T00:00:00,20.5416666666667,0
AL008,2017-08-15T00:00:00,23.125,0
AL008,2017-08-16T00:00:00,24.3333333333333,0
AL008,2017-08-17T00:00:00,23.0416666666667,0
AL008,2017-08-18T00:00:00,24.125,0
AL008,2017-08-19T00:00:00,23.875,0
AL008,2017-08-20T00:00:00,21,0
AL008,2017-08-21T00:00:00,20.5,0
AL008,2017-08-22T00:00:00,21.9166666666667,0
AL008,2017-08-23T00:00:00,22.75,0
AL008,2017-08-24T00:00:00,22.5,0
AL008,2017-08-25T00:00:00,23.125,0
AL008,2017-08-26T00:00:00,23.75,0.1
AL008,2017-08-27T00:00:00,20.5416666666667,2.2
AL008,2017-08-28T00:00:00,17.9583333333333,3.2
AL008,2017-08-29T00:00:00,14.5416666666667,14.3
AL008,2017-08-30T00:00:00,14.5416666666667,17.2
AL008,2017-08-31T00:00:00,18.4583333333333,0
AL008,2017-09-01T00:00:00,18.2083333333333,0.2
AL008,2017-09-02T00:00:00,18.25,0.4
AL008,2017-09-03T00:00:00,20.125,0.2
AL008,2017-09-04T00:00:00,21.8333333333333,0
AL008,2017-09-05T00:00:00,19.5,0.1
AL008,2017-09-06T00:00:00,19.8333333333333,0
AL008,2017-09-07T00:00:00,18.7916666666667,0
AL008,2017-09-08T00:00:00,20.5,0.1
AL008,2017-09-09T00:00:00,19.9166666666667,0
AL008,2017-09-10T00:00:00,17.1666666666667,0
AL008,2017-09-11T00:00:00,21.2083333333333,0
AL008,2017-09-12T00:00:00,20.6666666666667,0
AL008,2017-09-13T00:00:00,18.0416666666667,0.1
AL008,2017-09-14T00:00:00,21.5833333333333,0
AL008,2017-09-15T00:00:00,20.9583333333333,0
AL008,2017-09-16T00:00:00,14.7083333333333,0
AL008,2017-09-17T00:00:00,14.4583333333333,0
AL008,2017-09-18T00:00:00,17.5833333333333,0
AL008,2017-09-19T00:00:00,16.7916666666667,0
AL008,2017-09-20T00:00:00,15.75,0.1
AL008,2017-09-21T00:00:00,16.375,0
AL008,2017-09-22T00:00:00,15.875,0
AL008,2017-09-23T00:00:00,15.1666666666667,0
AL008,2017-09-24T00:00:00,16.4166666666667,0.2
AL008,2017-09-25T00:00:00,19.5416666666667,0
AL008,2017-09-26T00:00:00,17.25,0
AL008,2017-09-27T00:00:00,16.8333333333333,0
AL008,2017-09-28T00:00:00,16.8333333333333,0
AL008,2017-09-29T00:00:00,15.5416666666667,0
AL008,2017-09-30T00:00:00,16.9583333333333,0.1
AL008,2017-10-01T00:00:00,16.375,0
AL008,2017-10-02T00:00:00,15.9166666666667,0
AL008,2017-10-03T00:00:00,15.75,0.2
AL008,2017-10-04T00:00:00,15.4166666666667,0.7
AL008,2017-10-05T00:00:00,15.3333333333333,0.2
AL008,2017-10-06T00:00:00,18.75,0
AL008,2017-10-07T00:00:00,14.2916666666667,0
AL008,2017-10-08T00:00:00,15.4583333333333,0
AL008,2017-10-09T00:00:00,16,0.1
AL008,2017-10-10T00:00:00,16.0833333333333,0
AL008,2017-10-11T00:00:00,16.5416666666667,0.1
AL008,2017-10-12T00:00:00,17.0416666666667,0.4
AL008,2017-10-13T00:00:00,17.125,0
AL008,2017-10-14T00:00:00,16.875,0
AL008,2017-10-15T00:00:00,14.9166666666667,0
AL008,2017-10-16T00:00:00,13.8333333333333,0
AL008,2017-10-17T00:00:00,14.0416666666667,0
AL008,2017-10-18T00:00:00,12,6.4
AL008,2017-10-19T00:00:00,10.2916666666667,3.2
AL008,2017-10-20T00:00:00,12.7083333333333,0
AL008,2017-10-21T00:00:00,14,0
AL008,2017-10-22T00:00:00,14.4583333333333,0.1
AL008,2017-10-23T00:00:00,13.9583333333333,0.1
AL008,2017-10-24T00:00:00,12.625,0.1
AL008,2017-10-25T00:00:00,12.7083333333333,0
AL008,2017-10-26T00:00:00,13.1666666666667,0
AL008,2017-10-27T00:00:00,14.9166666666667,0
AL008,2017-10-28T00:00:00,13.0416666666667,0
AL008,2017-10-29T00:00:00,11.5,0.1
AL008,2017-10-30T00:00:00,11.5,0.3
AL008,2017-10-31T00:00:00,11.3333333333333,0.1
AL008,2017-11-01T00:00:00,11.1666666666667,0
AL008,2017-11-02T00:00:00,10.3333333333333,0.3
AL008,2017-11-03T00:00:00,12.625,0.2
AL008,2017-11-04T00:00:00,10.3333333333333,0.7
AL008,2017-11-05T00:00:00,10.7916666666667,0.1
AL008,2017-11-06T00:00:00,8.20833333333333,0
AL008,2017-11-07T00:00:00,8,0
AL008,2017-11-08T00:00:00,8.45833333333333,0
AL008,2017-11-09T00:00:00,6.5,0
AL008,2017-11-10T00:00:00,5.95833333333333,0
AL008,2017-11-11T00:00:00,8.91666666666667,0
AL008,2017-11-12T00:00:00,9.91666666666667,0
AL008,2017-11-13T00:00:00,9.70833333333333,0
AL008,2017-11-14T00:00:00,5.04166666666667,0
AL008,2017-11-15T00:00:00,5.08333333333333,0
AL008,2017-11-16T00:00:00,6.25,0
AL008,2017-11-17T00:00:00,6.83333333333333,0.1
AL008,2017-11-18T00:00:00,6.83333333333333,0
AL008,2017-11-19T00:00:00,6.95833333333333,0
AL008,2017-11-20T00:00:00,7.45833333333333,0
AL008,2017-11-21T00:00:00,8.29166666666667,0
AL008,2017-11-22T00:00:00,7.33333333333333,0
AL008,2017-11-23T00:00:00,10.2916666666667,0
AL008,2017-11-24T00:00:00,11,0
AL008,2017-11-25T00:00:00,11.0416666666667,0
AL008,2017-11-26T00:00:00,9.83333333333333,0
AL008,2017-11-27T00:00:00,8.58333333333333,0
AL008,2017-11-28T00:00:00,9.5,0.3
AL008,2017-11-29T00:00:00,8.875,13.1
AL008,2017-11-30T00:00:00,3.875,0.7
AL008,2017-12-01T00:00:00,1.70833333333333,0
AL008,2017-12-02T00:00:00,0.375,0
AL008,2017-12-03T00:00:00,0.875,0
AL008,2017-12-04T00:00:00,0.833333333333333,0
AL008,2017-12-05T00:00:00,0.625,0.2
AL008,2017-12-06T00:00:00,1.20833333333333,0.2
AL008,2017-12-07T00:00:00,3.16666666666667,0.3
AL008,2017-12-08T00:00:00,7,0
AL008,2017-12-09T00:00:00,7.70833333333333,0
AL008,2017-12-10T00:00:00,8.375,0
AL008,2017-12-11T00:00:00,5.5,2.3
AL008,2017-12-12T00:00:00,2.125,0
AL008,2017-12-13T00:00:00,2.66666666666667,0
AL008,2017-12-14T00:00:00,6.33333333333333,0
AL008,2017-12-15T00:00:00,8,2.4
AL008,2017-12-16T00:00:00,4.375,0.2
AL008,2017-12-17T00:00:00,1.375,0
AL008,2017-12-18T00:00:00,1.70833333333333,0
AL008,2017-12-19T00:00:00,4.16666666666667,0
AL008,2017-12-20T00:00:00,2.54166666666667,0
AL008,2017-12-21T00:00:00,3.5,0
AL008,2017-12-22T00:00:00,6,0
AL008,2017-12-23T00:00:00,3.5,0
AL008,2017-12-24T00:00:00,5.25,0
AL008,2017-12-25T00:00:00,3.83333333333333,0.2
AL008,2017-12-26T00:00:00,5.08333333333333,0.7
AL008,2017-12-27T00:00:00,5.5,6.9
AL008,2017-12-28T00:00:00,7.41666666666667,0
AL008,2017-12-29T00:00:00,8.66666666666667,0
AL008,2017-12-30T00:00:00,9.20833333333333,0
AL008,2017-12-31T00:00:00,8.70833333333333,0

